29	1.461115e-02	5.000000e+00	4.402884e-02	5.000000e+00	
30	1.656886e-02	5.000000e+00	2.179764e-02	5.000000e+00	
31	1.850200e-02	5.000000e+00	1.088616e-02	5.000000e+00	
32	2.042896e-02	5.000000e+00	5.447191e-03	5.000000e+00	
33	2.236466e-02	5.000000e+00	2.715556e-03	5.000000e+00	
34	2.430032e-02	5.000000e+00	1.353813e-03	5.000000e+00	
35	2.623482e-02	5.000000e+00	6.752433e-04	5.000000e+00	
36	2.816446e-02	5.000000e+00	3.374345e-04	5.000000e+00	
37	3.009657e-02	5.000000e+00	1.684679e-04	5.000000e+00	
38	3.202839e-02	5.000000e+00	8.412501e-05	5.000000e+00	
39	3.396181e-02	5.000000e+00	4.198760e-05	5.000000e+00	
40	3.589384e-02	5.000000e+00	2.097374e-05	5.000000e+00	
41	3.782674e-02	5.000000e+00	1.047916e-05	5.000000e+00	
42	3.975935e-02	5.000000e+00	5.242170e-06	5.000000e+00	
43	4.175935e-02	5.000000e+00	2.560529e-06	5.000000e+00	
44	4.375935e-02	5.000000e+00	1.256841e-06	5.000000e+00	
45	4.575935e-02	5.000000e+00	6.230583e-07	5.000000e+00	
46	4.775935e-02	5.000000e+00	3.149387e-07	5.000000e+00	
47	4.975935e-02	5.000000e+00	1.651510e-07	5.000000e+00	
48	5.000000e-02	5.000000e+00	1.538261e-07	5.000000e+00	
49	5.000344e-02	4.965649e+00	-1.29499e-06	5.000000e+00	
50	5.001031e-02	4.896947e+00	-4.18960e-06	5.000000e+00	
51	5.002405e-02	4.759543e+00	-9.96317e-06	5.000000e+00	
52	5.003890e-02	4.610955e+00	-1.64325e-05	5.000000e+00	
53	5.005236e-02	4.476410e+00	-2.11536e-05	5.000000e+00	
54	5.006621e-02	4.337862e+00	-1.32460e-05	5.000000e+00	


--------------------------------------------------------------------------------
55	5.007947e-02	4.205277e+00	1.896545e-05	5.000000e+00	
56	5.009790e-02	4.021012e+00	1.240988e-04	5.000000e+00	
57	5.012743e-02	3.725657e+00	4.986274e-04	5.000000e+00	
58	5.017360e-02	3.264038e+00	1.804424e-03	5.000000e+00	
59	5.024499e-02	2.550110e+00	6.343132e-03	5.000000e+00	
60	5.035306e-02	1.469424e+00	2.230900e-02	5.000000e+00	
61	5.050000e-02	0.000000e+00	7.287392e-02	5.000000e+00	
62	5.050138e-02	0.000000e+00	7.353952e-02	5.000000e+00	
63	5.050415e-02	0.000000e+00	7.487065e-02	5.000000e+00	
64	5.050886e-02	0.000000e+00	7.713572e-02	5.000000e+00	
65	5.051827e-02	0.000000e+00	8.166442e-02	5.000000e+00	
66	5.053710e-02	0.000000e+00	9.071601e-02	5.000000e+00	
67	5.057476e-02	0.000000e+00	1.087959e-01	5.000000e+00	
68	5.065008e-02	0.000000e+00	1.448616e-01	5.000000e+00	
69	5.080073e-02	0.000000e+00	2.166106e-01	5.000000e+00	
70	5.110201e-02	0.000000e+00	3.585322e-01	5.000000e+00	
71	5.170459e-02	0.000000e+00	6.357220e-01	5.000000e+00	
72	5.290973e-02	0.000000e+00	1.161181e+00	5.000000e+00	
73	5.490973e-02	0.000000e+00	1.940478e+00	5.000000e+00	
74	5.690973e-02	0.000000e+00	2.599383e+00	5.000000e+00	
75	5.890973e-02	0.000000e+00	3.140901e+00	5.000000e+00	
76	6.090973e-02	0.000000e+00	3.575581e+00	5.000000e+00	
77	6.290973e-02	0.000000e+00	3.917907e+00	5.000000e+00	
78	6.490973e-02	0.000000e+00	4.183450e+00	5.000000e+00	
79	6.690973e-02	0.000000e+00	4.387012e+00	5.000000e+00	
80	6.890973e-02	0.000000e+00	4.541646e+00	5.000000e+00	
81	7.090973e-02	0.000000e+00	4.658300e+00	5.000000e+00	
82	7.290973e-02	0.000000e+00	4.745848e+00	5.000000e+00	
83	7.490973e-02	0.000000e+00	4.811292e+00	5.000000e+00	
84	7.690973e-02	0.000000e+00	4.860060e+00	5.000000e+00	
85	7.890973e-02	0.000000e+00	4.896321e+00	5.000000e+00	
86	8.090973e-02	0.000000e+00	4.923240e+00	5.000000e+00	
87	8.290973e-02	0.000000e+00	4.943198e+00	5.000000e+00	
88	8.490973e-02	0.000000e+00	4.957983e+00	5.000000e+00	
89	8.690973e-02	0.000000e+00	4.968929e+00	5.000000e+00	
90	8.890973e-02	0.000000e+00	4.977028e+00	5.000000e+00	
91	9.090973e-02	0.000000e+00	4.983018e+00	5.000000e+00	
92	9.290973e-02	0.000000e+00	4.987448e+00	5.000000e+00	
93	9.490973e-02	0.000000e+00	4.990723e+00	5.000000e+00	
94	9.690973e-02	0.000000e+00	4.993144e+00	5.000000e+00	
95	9.890973e-02	0.000000e+00	4.994933e+00	5.000000e+00	
96	1.000000e-01	0.000000e+00	4.995700e+00	5.000000e+00	
