57	5.012743e-02	1.653052e-06	-1.88474e-05	
58	5.017360e-02	1.361145e-06	-4.08411e-05	
59	5.024499e-02	1.654734e-06	-9.18089e-05	
60	5.035306e-02	1.367456e-06	-2.14666e-04	
61	5.050000e-02	1.308831e-06	-4.81732e-04	
62	5.050138e-02	2.449697e-10	-4.81265e-04	
63	5.050415e-02	-7.33525e-11	-4.81204e-04	
64	5.050886e-02	2.448991e-10	-4.81102e-04	
65	5.051827e-02	-7.32262e-11	-4.80897e-04	
66	5.053710e-02	2.450062e-10	-4.80485e-04	
67	5.057476e-02	-7.29317e-11	-4.79658e-04	
68	5.065008e-02	2.455833e-10	-4.77988e-04	
69	5.080073e-02	-7.16665e-11	-4.74582e-04	
70	5.110201e-02	2.485198e-10	-4.67524e-04	
71	5.170459e-02	-6.33768e-11	-4.52499e-04	
72	5.290973e-02	2.876237e-10	-4.19529e-04	
73	5.490973e-02	5.463069e-10	-3.59768e-04	
74	5.690973e-02	5.709571e-09	-2.99143e-04	
75	5.890973e-02	6.043230e-09	-2.42387e-04	
76	6.090973e-02	6.573391e-09	-1.92306e-04	
77	6.290973e-02	4.836922e-09	-1.50032e-04	
78	6.490973e-02	4.729522e-09	-1.15521e-04	
79	6.690973e-02	2.963431e-09	-8.80490e-05	
80	6.890973e-02	3.065391e-09	-6.65913e-05	
81	7.090973e-02	1.579419e-09	-5.00669e-05	
82	7.290973e-02	1.955450e-09	-3.74849e-05	
83	7.490973e-02	7.124459e-10	-2.79620e-05	
84	7.690973e-02	1.290972e-09	-2.08077e-05	
85	7.890973e-02	2.069733e-10	-1.54552e-05	
86	8.090973e-02	9.095159e-10	-1.14644e-05	
87	8.290973e-02	-7.92520e-11	-8.49513e-06	
88	8.490973e-02	6.956285e-10	-6.29066e-06	
89	8.690973e-02	-2.38603e-10	-4.65524e-06	
90	8.890973e-02	5.771652e-10	-3.44402e-06	
91	9.090973e-02	-3.26527e-10	-2.54674e-06	
92	9.290973e-02	5.119823e-10	-1.88325e-06	
93	9.490973e-02	-3.74807e-10	-1.39194e-06	
94	9.690973e-02	4.762428e-10	-1.02913e-06	
95	9.890973e-02	-4.01248e-10	-7.60373e-07	
96	1.000000e-01	4.601805e-10	-6.45655e-07	
